Carrier,Activity,Data_Direction,LTE_Signal_Strength,Final_Test_Speed,Network_Types
A,Indoor,Download,-84,22339.26408,LTE
A,Indoor,Download,-84,16795.84016,LTE
A,Indoor,Download,-83.66666667,26361.10519,LTE
A,Indoor,Download,-84.5,29071.51938,LTE
A,Indoor,Download,-85.66666667,15743.66136,LTE
A,Indoor,Download,-98.5,6189.780969,LTE
A,Indoor,Download,-92,7874.026813,LTE
A,Indoor,Download,-95,10380.97759,LTE
A,Indoor,Download,-93,4317.130604,LTE
A,Indoor,Download,-92.66666667,5624.774341,LTE
A,Indoor,Download,-87,20565.69016,LTE
A,Indoor,Download,-89,16377.15788,LTE
A,Indoor,Download,-87,5529.537849,LTE
A,Indoor,Download,-88,3830.021092,LTE
A,Indoor,Download,-86.33333333,20622.12794,LTE
A,Indoor,Download,-100.5,7797.532382,LTE
A,Indoor,Download,-99.66666667,8672.111882,LTE
A,Indoor,Download,-95,9049.276922,LTE
A,Indoor,Download,-95,13828.35728,LTE
A,Indoor,Download,-96,8351.415597,LTE
A,Indoor,Download,-85.75,17130.10651,LTE
A,Indoor,Download,-81.33333333,32104.53743,LTE
A,Indoor,Download,-82,25953.6105,LTE
A,Indoor,Download,-82,25865.81418,LTE
A,Indoor,Download,-84,26405.58722,LTE
A,Indoor,Download,-90,19858.20414,LTE
A,Indoor,Download,-88.33333333,25666.27455,LTE
A,Indoor,Download,-88.5,33527.10325,LTE
A,Indoor,Download,-89,32600.58298,LTE
A,Indoor,Download,-90,26068.55339,LTE
A,Indoor,Download,-99.66666667,24633.12827,LTE
A,Indoor,Download,-88.5,17855.13736,LTE
A,Indoor,Download,-104,11050.8002,LTE
A,Indoor,Download,-89,30877.02125,LTE
A,Indoor,Download,-74,32598.29287,LTE
A,Indoor,Download,-100.5,3889.425944,LTE
A,Indoor,Download,-100,8805.170874,LTE
A,Indoor,Download,-100,4153.358012,LTE
A,Indoor,Download,-98.5,10904.87069,LTE
A,Indoor,Download,-101.6666667,2785.34544,LTE
A,Indoor,Download,-93,9516.590383,LTE
A,Indoor,Download,-95,7642.042587,LTE
A,Indoor,Download,-95,7089.117665,LTE
A,Indoor,Download,-93,8476.553736,LTE
A,Indoor,Download,-92.66666667,6426.661438,LTE
A,Indoor,Download,-103.6666667,6003.233279,LTE
A,Indoor,Download,-94,5223.189081,LTE
A,Indoor,Download,-94,2545.827984,LTE
A,Indoor,Download,-93.66666667,2470.979121,LTE
A,Indoor,Download,-94,1710.592374,LTE
A,Indoor,Download,-87,22303.48959,LTE
A,Indoor,Download,-89,20801.82847,LTE
A,Indoor,Download,-89,22121.23759,LTE
A,Indoor,Download,-89,22664.41709,LTE
A,Indoor,Download,-88,18477.00513,LTE
A,Indoor,Download,-83,34241.03459,LTE
A,Indoor,Download,-82.5,43978.60678,LTE
A,Indoor,Download,-87,24809.32145,LTE
A,Indoor,Download,-86.33333333,6181.90534,LTE
A,Indoor,Download,-89,17087.68546,LTE
A,Indoor,Download,-93.5,10608.49727,LTE
A,Indoor,Download,-94.33333333,3982.39517,LTE
A,Indoor,Download,-94,6805.573054,LTE
A,Indoor,Download,-94,10251.30289,LTE
A,Indoor,Download,-92.33333333,10650.95266,LTE
A,Indoor,Download,-77,33487.85287,LTE
A,Indoor,Download,-93.33333333,21079.37093,LTE
A,Indoor,Download,-94,17340.75573,LTE
A,Indoor,Download,-90.66666667,20160.03147,LTE
A,Indoor,Download,-98,7782.521841,LTE
A,Indoor,Download,-99,12855.78892,LTE
A,Indoor,Download,-99,2068.642888,LTE
A,Indoor,Download,-100,2613.961362,LTE
A,Indoor,Download,-98,3124.486548,LTE
A,Indoor,Download,-99.25,2394.843771,LTE
A,Indoor,Download,-88,10958.80614,LTE
A,Indoor,Download,-88,14947.47486,LTE
A,Indoor,Download,-86.5,13734.2208,LTE
A,Indoor,Download,-85,15762.82343,LTE
A,Indoor,Download,-85,8251.706182,LTE
A,Indoor,Download,-89,17528.55451,LTE
A,Indoor,Download,-86,15414.54348,LTE
A,Indoor,Download,-86,12411.17662,LTE
A,Indoor,Download,-86,2893.744272,LTE
A,Indoor,Download,-86.66666667,6919.353577,LTE
A,Indoor,Download,-67,40482.06041,LTE
A,Indoor,Download,-66.33333333,31150.56306,LTE
A,Indoor,Download,-67,31585.0555,LTE
A,Indoor,Download,-67,36698.26307,LTE
A,Indoor,Download,-79,46275.47966,LTE
A,Indoor,Download,-78.66666667,13322.59668,LTE
A,Indoor,Download,-78,16851.60793,LTE
A,Indoor,Download,-77,29098.14161,LTE
A,Indoor,Download,-79.33333333,12308.04606,LTE
A,Indoor,Download,-62,21198.19643,LTE
A,Indoor,Download,-98,7447.367234,LTE
A,Indoor,Download,-99,1021.234792,LTE
A,Indoor,Download,-99,7924.167558,LTE
A,Indoor,Download,-101,7820.877686,LTE
A,Indoor,Download,-102,4948.023479,LTE
A,Indoor,Download,-98.5,790.6603881,LTE
A,Indoor,Download,-93,5763.832368,LTE
A,Indoor,Download,-93,5703.957239,LTE
A,Indoor,Download,-94,3217.189747,LTE
A,Indoor,Download,-94,5179.711612,LTE
A,Indoor,Download,-78.66666667,54340.31701,LTE
A,Indoor,Download,-79,40768.30927,LTE
A,Indoor,Download,-79,48847.32222,LTE
A,Indoor,Download,-79,30043.3531,LTE
A,Indoor,Download,-80,47583.31061,LTE
A,Outdoor,Download,-88,24794.27149,LTE
A,Outdoor,Download,-87,15599.31763,LTE
A,Outdoor,Download,-87,32572.05363,LTE
A,Outdoor,Download,-87,35121.2207,LTE
A,Outdoor,Download,-87,27184.39327,LTE
A,Outdoor,Download,-89,7957.075794,LTE
A,Outdoor,Download,-90,4438.219002,LTE
A,Outdoor,Download,-91,1784.208337,LTE
A,Outdoor,Download,-90,5721.682848,LTE
A,Outdoor,Download,-90,3776.85249,LTE
A,Outdoor,Download,-86,16905.82435,LTE
A,Outdoor,Download,-87.66666667,23262.32132,LTE
A,Outdoor,Download,-86.33333333,6963.550857,LTE
A,Outdoor,Download,-84,29386.93736,LTE
A,Outdoor,Download,-83,23652.59963,LTE
A,Outdoor,Download,-81,15666.33867,LTE
A,Outdoor,Download,-81,13237.79396,LTE
A,Outdoor,Download,-80,15002.83263,LTE
A,Outdoor,Download,-79,12701.93828,LTE
A,Outdoor,Download,-80,10894.12726,LTE
A,Outdoor,Download,-88,21525.66969,LTE
A,Outdoor,Download,-89,22879.80098,LTE
A,Outdoor,Download,-88.66666667,19704.10341,LTE
A,Outdoor,Download,-88,33361.32637,LTE
A,Outdoor,Download,-88,29356.10143,LTE
A,Outdoor,Download,-88.5,24667.34841,LTE
A,Outdoor,Download,-92,20579.84845,LTE
A,Outdoor,Download,-91,25166.35774,LTE
A,Outdoor,Download,-91,11827.83865,LTE
A,Outdoor,Download,-91.33333333,19236.02678,LTE
A,Outdoor,Download,-91,24976.43215,LTE
A,Outdoor,Download,-82,32192.51331,LTE
A,Outdoor,Download,-78,29828.31537,LTE
A,Outdoor,Download,-78,41672.48542,LTE
A,Outdoor,Download,-78,28419.6423,LTE
A,Outdoor,Download,-78,39266.66215,LTE
A,Outdoor,Download,-104,4785.805923,LTE
A,Outdoor,Download,-101,6597.790938,LTE
A,Outdoor,Download,-103,6202.69892,LTE
A,Outdoor,Download,-103,4974.857829,LTE
A,Outdoor,Download,-102,6875.754971,LTE
A,Outdoor,Download,-98,2468.338418,LTE
A,Outdoor,Download,-98.5,4123.219097,LTE
A,Outdoor,Download,-98,3265.722966,LTE
A,Outdoor,Download,-98,1485.975378,LTE
A,Outdoor,Download,-98,8198.69913,LTE
A,Outdoor,Download,-90,11964.18889,LTE
A,Outdoor,Download,-90.66666667,11814.93158,LTE
A,Outdoor,Download,-89.33333333,1942.88119,LTE
A,Outdoor,Download,-89.33333333,7912.650656,LTE
A,Outdoor,Download,-88,2995.832214,LTE
A,Outdoor,Download,-89,13488.34879,LTE
A,Outdoor,Download,-90,21885.5688,LTE
A,Outdoor,Download,-89,28000.79158,LTE
A,Outdoor,Download,-91,22903.19862,LTE
A,Outdoor,Download,-89,25107.87415,LTE
A,Outdoor,Download,-81,26512.46541,LTE
A,Outdoor,Download,-82,27536.21422,LTE
A,Outdoor,Download,-82,12345.54543,LTE
A,Outdoor,Download,-82,10083.33844,LTE
A,Outdoor,Download,-81.33333333,34093.22178,LTE
A,Outdoor,Download,-93,11786.40009,LTE
A,Outdoor,Download,-93,9488.284189,LTE
A,Outdoor,Download,-93,8872.049231,LTE
A,Outdoor,Download,-92,7488.472187,LTE
A,Outdoor,Download,-93,8147.434611,LTE
A,Outdoor,Download,-92,2166.167768,LTE
A,Outdoor,Download,-92,1931.871604,LTE
A,Outdoor,Download,-92,6651.917352,LTE
A,Outdoor,Download,-92,1374.139266,LTE
A,Outdoor,Download,-92,1635.176692,LTE
A,Outdoor,Download,-92,2454.042234,LTE
A,Outdoor,Download,-91,1617.998883,LTE
A,Outdoor,Download,-92,1634.815128,LTE
A,Outdoor,Download,-91,5589.674376,LTE
A,Outdoor,Download,-92,1741.105545,LTE
A,Outdoor,Download,-92,2251.144909,LTE
A,Outdoor,Download,-94,9088.769136,LTE
A,Outdoor,Download,-94,7495.930926,LTE
A,Outdoor,Download,-94,5954.394287,LTE
A,Outdoor,Download,-95,9938.218141,LTE
A,Outdoor,Download,-95,7632.678701,LTE
A,Outdoor,Download,-95,7556.524604,LTE
A,Outdoor,Download,-94.33333333,7989.543876,LTE
A,Outdoor,Download,-95,3834.997402,LTE
A,Outdoor,Download,-96,3519.970198,LTE
A,Outdoor,Download,-62,38386.59292,LTE
A,Outdoor,Download,-62,26109.55177,LTE
A,Outdoor,Download,-62,36096.96309,LTE
A,Outdoor,Download,-62,25142.69493,LTE
A,Outdoor,Download,-62,34391.07779,LTE
A,Outdoor,Download,-77,14242.92757,LTE
A,Outdoor,Download,-77,19143.67468,LTE
A,Outdoor,Download,-77,31754.88294,LTE
A,Outdoor,Download,-76.66666667,23747.71642,LTE
A,Outdoor,Download,-78,25025.38713,LTE
A,Outdoor,Download,-100,2506.118473,LTE
A,Outdoor,Download,-98,7119.469779,LTE
A,Outdoor,Download,-99,5058.010582,LTE
A,Outdoor,Download,-100,3937.494793,LTE
A,Outdoor,Download,-99,9630.193469,LTE
A,Outdoor,Download,-100,7244.455599,LTE
A,Outdoor,Download,-98,4319.321075,LTE
A,Outdoor,Download,-99,4238.079647,LTE
A,Outdoor,Download,-98.25,4544.315548,LTE
A,Outdoor,Download,-99,4390.588259,LTE
A,Outdoor,Download,-88,23441.67706,LTE
A,Outdoor,Download,-87,42621.12124,LTE
A,Outdoor,Download,-88,32501.11371,LTE
A,Outdoor,Download,-87.5,35711.47769,LTE
A,Outdoor,Download,-88,36660.40461,LTE
A,Drive,Upload,-91,7826.334444,LTE
A,Drive,Upload,-90.5,12016.87428,LTE
A,Drive,Upload,-88,10627.85294,LTE
A,Drive,Upload,-67.5,17850.62639,LTE
A,Drive,Upload,-83,14744.69028,LTE
A,Drive,Upload,-86,15938.13973,LTE
A,Drive,Upload,-89,17665.02355,LTE
A,Drive,Upload,-87,18655.46365,LTE
A,Drive,Upload,-89,16363.98178,LTE
A,Drive,Upload,-90,14433.35051,LTE
A,Drive,Upload,-99,2125.334518,LTE
A,Drive,Upload,-90.5,14117.2374,LTE
A,Drive,Upload,-68,15728.93114,LTE
A,Drive,Upload,-89,15395.82806,LTE
A,Drive,Upload,-97,5062.788848,LTE
A,Drive,Upload,-90,21150.15528,LTE
A,Drive,Upload,-90,7246.594246,LTE
A,Drive,Upload,-57,20341.26818,LTE
A,Drive,Upload,-67,18442.23659,LTE
A,Drive,Upload,-80.5,9357.606131,LTE
A,Drive,Upload,-96.66666667,6223.845385,LTE
A,Drive,Upload,-85,12817.51399,LTE
A,Drive,Upload,-91,9527.612617,LTE
A,Drive,Upload,-64.5,16118.33319,LTE
A,Drive,Upload,-82.5,11195.64234,LTE
A,Drive,Upload,-95.5,4305.258108,LTE
A,Drive,Upload,-88.33333333,5343.637414,LTE
A,Drive,Upload,-91,11085.22079,LTE
A,Drive,Upload,-96.5,3428.574475,LTE
A,Drive,Upload,-87.5,9503.193158,LTE
A,Drive,Upload,-91.5,1437.671887,LTE
A,Drive,Upload,-103.5,7245.789427,LTE
A,Drive,Upload,-92,5455.87382,LTE
A,Drive,Upload,-102,2867.745891,LTE
A,Drive,Upload,-104.5,2303.402998,LTE
A,Drive,Upload,-90,13080.99434,LTE
A,Drive,Upload,-90,13088.27369,LTE
A,Drive,Upload,-84,12125.10642,LTE
A,Drive,Upload,-84,15359.4313,LTE
A,Drive,Upload,-96.5,640.5829168,LTE
A,Drive,Upload,-64,17696.10308,LTE
A,Drive,Upload,-86,8171.071865,LTE
A,Drive,Upload,-82,13359.76544,LTE
A,Drive,Upload,-84.5,9969.071643,LTE
A,Drive,Upload,-91.5,12642.82896,LTE
A,Drive,Upload,-92.33333333,4512.696579,LTE
A,Drive,Upload,-91,7719.752083,LTE
A,Drive,Upload,-83,10.91902699,LTE
A,Drive,Upload,-96.5,2642.404532,LTE
A,Drive,Upload,-80.5,12189.2738,LTE
A,Drive,Upload,-93.66666667,11376.36251,LTE
A,Drive,Upload,-88,14868.41177,LTE
A,Drive,Upload,-83,8955.252415,LTE
A,Drive,Upload,-89,11566.67466,LTE
A,Drive,Upload,-99,3089.741448,LTE
A,Drive,Upload,-66,11694.27791,LTE
A,Drive,Upload,-82,3330.673184,LTE
A,Drive,Upload,-75,16607.84005,LTE
A,Drive,Upload,-99,6252.96279,LTE
A,Drive,Upload,-67.33333333,16829.66226,LTE
A,Drive,Upload,-60.5,18853.51994,LTE
A,Drive,Upload,-95.5,6314.837276,LTE
A,Drive,Upload,-78,12258.42764,LTE
A,Drive,Upload,-94,9737.213952,LTE
A,Drive,Upload,-88.5,6226.101943,LTE
A,Drive,Upload,-86,9359.685368,LTE
A,Drive,Upload,-81.5,11036.72251,LTE
A,Drive,Upload,-80,10679.99467,LTE
A,Drive,Upload,-81,12660.19818,LTE
A,Drive,Upload,-81,9853.696512,LTE
A,Drive,Upload,-81,10580.53715,LTE
A,Drive,Upload,-81,11761.09842,LTE
A,Drive,Upload,-68.5,9063.875831,LTE
A,Drive,Upload,-93.66666667,2980.894369,LTE
A,Drive,Upload,-77,13268.09154,LTE
A,Drive,Upload,-94.5,5932.671332,LTE
A,Drive,Upload,-85,5888.341182,LTE
A,Drive,Upload,-76,11620.19369,LTE
A,Drive,Upload,-93.5,7025.354366,LTE
A,Drive,Upload,-103,502.219458,LTE
A,Drive,Upload,-96.66666667,6314.837276,LTE
A,Drive,Upload,-67,13601.46796,LTE
A,Drive,Upload,-70.25,15668.80373,LTE
A,Drive,Upload,-81,7777.123056,LTE
A,Drive,Upload,-101.3333333,10.91902699,LTE
A,Drive,Upload,-91,1528.663779,LTE
A,Drive,Upload,-85,8901.65793,LTE
A,Drive,Upload,-89.25,9790.727535,LTE
A,Drive,Upload,-87,9121.027213,LTE
A,Drive,Upload,-88,10260.2457,LTE
A,Drive,Upload,-87,13399.79742,LTE
A,Drive,Upload,-96.5,3068.246584,LTE
A,Drive,Upload,-95.33333333,6779.962683,LTE
A,Drive,Upload,-63,16171.12626,LTE
A,Drive,Upload,-92.5,3912.651338,LTE
A,Drive,Upload,,666.3760969,"HSPA,HSPA+"
A,Drive,Upload,-96.25,3257.509719,LTE
A,Drive,Upload,-92.5,4458.602688,LTE
A,Drive,Upload,-58,19079.17983,LTE
A,Drive,Upload,-103.5,1681.530157,LTE
A,Drive,Upload,-88,11686.99856,LTE
A,Drive,Upload,-98.5,6434.231897,LTE
A,Drive,Upload,-67.5,17049.98667,LTE
A,Drive,Upload,-73.5,16607.84005,LTE
A,Drive,Upload,-81.5,16607.84005,LTE
A,Drive,Upload,-91,10943.2892,LTE
A,Drive,Upload,-89,7290.270354,LTE
A,Drive,Upload,-89.5,8684.266134,LTE
A,Drive,Upload,-104.5,3639.675664,LTE
A,Drive,Upload,-86.5,20503.65526,LTE
A,Drive,Upload,-97,7432.217705,LTE
A,Drive,Upload,-89.5,8245.673293,LTE
A,Drive,Upload,-67,12225.67055,LTE
A,Drive,Upload,-89,4476.801066,LTE
A,Drive,Upload,-95,12330.75194,LTE
A,Drive,Upload,-70,16280.26924,LTE
A,Drive,Upload,-99.5,523.9387075,LTE
A,Drive,Upload,-104.5,593.2671332,LTE
A,Drive,Upload,-98.5,4119.655264,LTE
A,Drive,Upload,-84,15703.45624,LTE
A,Drive,Upload,-84.66666667,10969.98245,LTE
A,Drive,Upload,-84,12857.54598,LTE
A,Drive,Upload,-88,14522.71938,LTE
A,Drive,Upload,-83,14977.26536,LTE
A,Drive,Upload,-81,14759.24575,LTE
A,Drive,Upload,-69.33333333,14088.63943,LTE
A,Drive,Upload,-91,1849.160631,LTE
A,Drive,Upload,-93.66666667,13082.44746,LTE
A,Drive,Upload,-65.33333333,9352.4044,LTE
A,Drive,Upload,-105.5,1699.53976,LTE
A,Drive,Upload,-80.5,15486.81995,LTE
A,Drive,Upload,-85.5,9861.330372,LTE
A,Drive,Upload,-102.6666667,473.1052865,LTE
A,Drive,Upload,-103,1488.296724,LTE
A,Drive,Upload,-93,382.1659447,LTE
A,Drive,Upload,-88,11686.99856,LTE
A,Drive,Upload,-90,14715.20871,LTE
A,Drive,Upload,-101,1059.145618,LTE
A,Drive,Upload,-105,960.9811153,LTE
A,Drive,Upload,-95.66666667,614.968573,LTE
A,Drive,Upload,-99.75,3082.462905,LTE
A,Drive,Upload,-103,1102.944235,LTE
A,Drive,Upload,-103.5,1754.128832,LTE
A,Drive,Upload,-100,698.8177274,LTE
A,Drive,Upload,-97,3625.116961,LTE
A,Drive,Upload,-74,15050.05887,LTE
A,Drive,Upload,-81.5,16356.7085,LTE
A,Drive,Upload,-86,13969.0752,LTE
A,Drive,Upload,-99,957.2346995,LTE
A,Drive,Upload,-89,8367.614351,LTE
A,Drive,Upload,-97.5,3039.129179,LTE
A,Drive,Upload,-83.66666667,19649.8834,LTE
A,Drive,Upload,-96,3384.522434,LTE
A,Drive,Upload,-98.5,5350.323226,LTE
A,Drive,Upload,-87,9080.990781,LTE
A,Drive,Upload,-101,1492.101288,LTE
A,Drive,Upload,-100,4705.577965,LTE
A,Drive,Upload,-99,2321.855175,LTE
A,Drive,Upload,-97,4818.930579,LTE
A,Drive,Upload,-100,6129.213818,LTE
A,Drive,Upload,-97,4349.895579,LTE
A,Drive,Upload,-80.33333333,19034.91483,LTE
A,Drive,Upload,,804.2789871,HSPA+
A,Drive,Upload,-71.5,11596.00666,LTE
A,Drive,Upload,,66.14683994,HSPA+
A,Drive,Upload,-98.5,3519.175478,LTE
A,Drive,Upload,-105,575.0687549,LTE
A,Drive,Upload,-72.5,16274.82186,LTE
A,Drive,Upload,-97.5,3788.902366,LTE
A,Drive,Upload,-86,7115.565922,LTE
A,Drive,Upload,-88,14289.83187,LTE
A,Drive,Upload,-85,10649.69099,LTE
A,Drive,Upload,-87,7541.407975,LTE
A,Drive,Upload,-85,8698.824836,LTE
A,Drive,Upload,-89,14828.03865,LTE
A,Drive,Upload,-86,5790.723981,LTE
A,Drive,Upload,-88,11805.79653,LTE
A,Drive,Upload,-89.33333333,9044.594024,LTE
A,Drive,Upload,-89.5,12828.43181,LTE
A,Drive,Upload,-89,9519.276846,LTE
A,Drive,Upload,-89,18031.8579,LTE
A,Drive,Upload,-65.5,18079.90049,LTE
A,Drive,Upload,-97,3738.362142,LTE
A,Drive,Upload,-87.5,10448.34829,LTE
A,Drive,Upload,-76,14111.02255,LTE
A,Drive,Upload,-94,3078.481732,LTE
A,Drive,Upload,-93,10006.88506,LTE
A,Drive,Upload,-93,6833.326829,LTE
A,Drive,Upload,-94.5,11935.48473,LTE
A,Drive,Upload,-90.66666667,7289.460684,LTE
A,Drive,Upload,-94.66666667,3777.983339,LTE
A,Drive,Upload,-92,8076.440298,LTE
A,Drive,Upload,-77,15414.24187,LTE
A,Drive,Upload,-80,11011.21244,LTE
A,Drive,Upload,-80,14409.91449,LTE
A,Drive,Upload,-92,5637.857603,LTE
A,Drive,Upload,-75,16653.24628,LTE
A,Drive,Upload,-91,6581.980013,LTE
A,Drive,Upload,-90,11934.15945,LTE
A,Drive,Upload,-89,11287.76635,LTE
A,Drive,Upload,-99.5,2074.615128,LTE
A,Drive,Upload,-94,3607.319262,LTE
A,Drive,Upload,-71.5,18646.05842,LTE
A,Drive,Upload,-101,3704.778321,LTE
A,Drive,Upload,-75,17088.27724,LTE
A,Drive,Upload,-76,16098.34892,LTE
A,Drive,Upload,-84.5,12385.81628,LTE
A,Drive,Upload,-94.5,3589.118862,LTE
A,Drive,Upload,-95,11451.69162,LTE
A,Drive,Upload,-81,17100.93647,LTE
A,Drive,Upload,-95,1823.477507,LTE
A,Drive,Upload,-88.5,5232.691172,LTE
A,Drive,Upload,-105,3267.702832,LTE
A,Drive,Upload,-99.66666667,7432.217705,LTE
A,Drive,Upload,-94.66666667,15208.51533,LTE
A,Drive,Upload,-102,13687.29987,LTE
A,Drive,Upload,-87.5,16758.84496,LTE
A,Drive,Upload,-105.5,2198.364101,LTE
A,Drive,Upload,-82,19384.24609,LTE
A,Drive,Upload,-80,17530.3705,LTE
A,Drive,Upload,-99.5,997.1603732,LTE
A,Drive,Upload,-100.5,5480.742781,LTE
A,Drive,Upload,-102,2307.554371,LTE
A,Drive,Upload,-91,3654.234366,LTE
A,Drive,Upload,-100.5,4596.910363,LTE
A,Drive,Upload,-87.33333333,4731.578363,LTE
A,Drive,Upload,-82,10640.04797,LTE
A,Drive,Upload,-116,101.8996002,LTE
A,Drive,Upload,-89.33333333,7457.695435,LTE
A,Drive,Upload,-101,1765.046646,LTE
A,Drive,Upload,-91,2274.79729,LTE
A,Drive,Upload,-85,9179.262024,LTE
A,Drive,Upload,-71.5,17834.41075,LTE
A,Drive,Upload,-79,18358.08551,LTE
A,Drive,Upload,-104,2394.640604,LTE
A,Drive,Upload,-88,15002.74309,LTE
A,Drive,Upload,-91.5,16738.86838,LTE
A,Drive,Upload,-93,9771.443803,LTE
A,Drive,Upload,-95,4560.513607,LTE
A,Drive,Upload,-95,5801.643008,LTE
A,Drive,Upload,-100,2482.258803,LTE
A,Drive,Upload,-86,18123.18543,LTE
A,Drive,Upload,-80,19887.18783,LTE
A,Drive,Upload,-95,19956.97091,LTE
A,Drive,Upload,-91,12330.75194,LTE
A,Drive,Upload,-91.5,16766.03864,LTE
A,Drive,Upload,-105,1648.773076,LTE
A,Drive,Upload,-93,8304.817414,LTE
A,Drive,Upload,-92.25,4313.015661,LTE
A,Drive,Upload,-89.33333333,9332.151831,LTE
A,Drive,Upload,-92.33333333,4005.503275,LTE
A,Drive,Upload,-89,8358.478179,LTE
A,Drive,Upload,-95,4454.963012,LTE
A,Drive,Upload,-98.5,1896.271021,LTE
A,Drive,Upload,-92,6503.378054,LTE
A,Drive,Upload,-102.6666667,662.4209708,LTE
A,Drive,Upload,-88.33333333,5893.289491,LTE
A,Drive,Upload,-93,4138.31123,LTE
A,Drive,Upload,-84,14607.20258,LTE
A,Drive,Upload,-104,4174.707986,LTE
A,Drive,Upload,-108,986.3521049,LTE
A,Drive,Upload,,1419.473509,"HSPA,HSPA+"
A,Drive,Upload,-95,1309.846769,LTE
A,Drive,Upload,-65.33333333,9647.708574,LTE
A,Drive,Upload,-90,3286.992224,LTE
A,Drive,Upload,-103,1171.975564,LTE
A,Drive,Upload,-109,1153.777185,LTE
A,Drive,Upload,-106.5,203.8218372,LTE
A,Drive,Upload,-89.5,12735.22515,LTE
A,Drive,Upload,-91,7170.161057,LTE
A,Drive,Upload,-96.5,10950.56775,LTE
A,Drive,Upload,-90,7272.071976,LTE
A,Drive,Upload,-91,7868.978785,LTE
A,Drive,Upload,-92.5,10955.42375,LTE
A,Drive,Upload,-91,5907.193602,LTE
A,Drive,Upload,-95,7702.409242,LTE
A,Drive,Upload,-89,6303.918249,LTE
A,Drive,Upload,-88,8804.37543,LTE
A,Drive,Upload,-73,12127.39931,LTE
A,Drive,Upload,-100,1361.238698,LTE
A,Drive,Upload,-103,2809.205552,LTE
A,Drive,Upload,-78,16140.16881,LTE
A,Drive,Upload,-91.5,12826.21704,LTE
A,Drive,Upload,-73.66666667,17414.14263,LTE
A,Drive,Upload,-109.5,2959.056315,LTE
A,Drive,Upload,-107,1011.829834,LTE
A,Drive,Upload,-98.66666667,2008.654747,LTE
A,Drive,Upload,-92,9750.691103,LTE
A,Drive,Upload,-94.5,10284.58108,LTE
A,Drive,Upload,-94,8211.108297,LTE
A,Drive,Upload,-80.66666667,16991.75833,LTE
A,Drive,Upload,-100.5,6296.638898,LTE
A,Drive,Upload,-80,17981.64016,LTE
A,Drive,Upload,-85.33333333,11139.80986,LTE
A,Drive,Upload,-100.5,4403.518436,LTE
A,Drive,Upload,-87,14915.39087,LTE
A,Drive,Upload,-95,5423.116739,LTE
A,Drive,Upload,-62.66666667,17874.44718,LTE
A,Drive,Upload,-98.5,6718.841275,LTE
A,Drive,Upload,-87,8985.361173,LTE
A,Drive,Upload,-100,4654.628165,LTE
A,Drive,Upload,-89,7295.928928,LTE
A,Drive,Upload,-93,9014.475344,LTE
A,Drive,Upload,-93.5,13004.56115,LTE
A,Drive,Upload,-93.5,9458.466459,LTE
A,Drive,Upload,-103.5,1383.076752,LTE
A,Drive,Upload,-68,18837.41391,LTE
A,Drive,Upload,-94.5,9918.116183,LTE
A,Drive,Upload,-75,15432.22481,LTE
